filename,repository,url
landesvatter-bauer-2024-how-valid-are-trust-survey-measures-new-insights-from-open-ended-probing-data-and-supervised.pdf,Dataverse,https://dataverse.harvard.edu/dataset
landesvatter-bauer-2024-how-valid-are-trust-survey-measures-new-insights-from-open-ended-probing-data-and-supervised.pdf,Dataverse,https://doi.org/10.7910/DVN/FJXH5G
lattmann-schweizer-2026-how-occupation-shapes-awareness-and-preferences-for-european-funding.pdf,Dataverse,https://doi.org/10.7910/DVN/AEK5T2
learning-at-home-and-abroad-how-competition-conditions-the-diffusion-of-party-strategies.pdf,Dataverse,https://doi.org/10.7910/DVN/QZMPSN
legislators-emotional-engagement-with-womens-issues-gendered-patterns-of-vocal-pitch-in-the-german-bundestag.pdf,Dataverse,https://doi.org/10.7910/DVN/PAE6GB
lin-osnabr%C3%BCgge-2018-making-comprehensible-speeches-when-your-constituents-need-it.pdf,Dataverse,https://dataverse.harvard.edu/loginpage.xhtml;jsessionid=a02ae978cf0ddae59a4cb29a2df4?redirectPage=%2Fdataset.xhtml%3FpersistentId%3Ddoi%3A10.7910%2FDVN%2FXEE99U%26version%3DDRAFT
lin-osnabr%C3%BCgge-2018-making-comprehensible-speeches-when-your-constituents-need-it.pdf,Dataverse,https://doi.org/10.7910/2FDVN/XEE99U
lsq.12327.pdf,Dataverse,http://doi.org/10.7910/DVN/KHZQA2
lsq.12327.pdf,Dataverse,https://doi.org/10.7910/DVN/KHZQA2
mader-et-al-2018-how-political-are-national-identities-a-comparison-of-the-united-states-the-united-kingdom-and-germany.pdf,Dataverse,https://doi.org/10.7910/DVN/W9YGCB
mader-et-al-2024-crumbling-in-the-face-of-cost-how-cost-considerations-affect-public-support-for-european-security-and-1.pdf,Dataverse,https://doi.org/10.7910/DVN/CLI4OL
measuring-inter-party-communication-a-transformer-based-approach.pdf,Dataverse,https://dataverse.harvard.edu/dataverse/PSRM
measuring-inter-party-communication-a-transformer-based-approach.pdf,Dataverse,https://doi.org/10.7910/DVN/W5LGFK
neither-a-trait-nor-wildly-fluctuating-on-the-stability-of-populist-attitudes-and-its-implications-for-empirical-research.pdf,Dataverse,https://doi.org/10.7910/DVN/AR7KGK
padm.12743.pdf,Dataverse,https://doi.org/10.7910/DVN/6ZYXML
pnas.2203150119-1.pdf,Dataverse,https://doi.org/10.7910/DVN/UUP8CX
political-socialization-and-immigrants-support-for-progressive-politics-the-case-of-green-parties.pdf,Dataverse,https://doi.org/10.7910/DVN/HWMO56
pone.0191649.pdf,Dataverse,https://dataverse.harvard.edu/dataverse/governator
populist-attitudes-and-foreign-policy-postures-a-comparative-analysis-of-four-european-countries.pdf,Dataverse,https://doi.org/10.7910/DVN/XYEX9E
precarious-work-and-challenger-parties-how-precarity-influenced-vote-choice-in-the-2018-italian-election-1.pdf,Dataverse,http://thedata.harvard.edu/dvn/dv/ipsr-risp
public-opinion-and-emphatic-legislative-speech-evidence-from-an-automated-video-analysis.pdf,Dataverse,https://doi.org/10.7910/DVN/5EWYTN
regional-labor-markets-residential-mobility-and-anti-immigration-sentiment.pdf,Dataverse,https://doi.org/10.7910/DVN/VMFSOZ
rohr-martin-2025-the-state-and-the-emergence-of-the-first-american-party-system-roll-call-voting-in-the-new-york-state.pdf,Dataverse,https://doi.org/10.7910/DVN/JLUVYU
rohr-martin-2025-the-state-and-the-emergence-of-the-first-american-party-system-roll-call-voting-in-the-new-york-state.pdf,Dataverse,https://doi.org/doi:10.7910/DVN/JLUVYU
s10584-021-03241-7.pdf,Dataverse,https://doi.org/10.7910/DVN/3LRAFL
s11109-021-09712-y.pdf,Dataverse,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/5ORK7C
s11109-021-09712-y.pdf,Dataverse,https://doi.org/10.7910/DVN/5ORK7C
s11577-026-01071-y.pdf,Dataverse,https://doi.org/10.7910/DVN/SEV0SZ
s11615-022-00378-7.pdf,Dataverse,https://doi.org/10.7910/DVN/XIL6OW
s11615-022-00412-8.pdf,Dataverse,https://doi.org/10.7910/DVN/
s11615-023-00463-5.pdf,Dataverse,https://doi.org/10.7910/DVN/WY2OFU
s11615-025-00619-5.pdf,Dataverse,https://doi.org/10.7910/DVN/PYOHGA
s40878-024-00404-0.pdf,Dataverse,https://doi.org/10.7910/DVN/YW4QDF
s40878-024-00404-0.pdf,Dataverse,https://doi.org/https://doi.org/10.7910/DVN/YW4QDF
s41599-022-01311-4.pdf,Dataverse,https://doi.org/10.7910/DVN/3KBY7Y
s42003-023-05058-9.pdf,Dataverse,https://doi.org/10.7910/DVN/OAYQA8
s44168-022-00017-2.pdf,Dataverse,https://doi.org/10.7910/DVN/FFLNYR
scaling-court-decisions-with-citation-networks.pdf,Dataverse,https://dataverse.harvard.edu/dataverse/jlc
simulating-party-shares.pdf,Dataverse,https://doi.org/10.7910/DVN/3WILXI
son-2023-the-origin-of-social-policy-for-women-workers-the-emergence-of-paid-maternity-leave-in-western-countries.pdf,Dataverse,https://doi.org/10.7910/DVN/SOMMRM
sqae026.pdf,Dataverse,https://dataverse.harvard.edu/dataverse/isq
temporary-disenfranchisement-negative-side-effects-of-lowering-the-voting-age-1.pdf,Dataverse,https://doi.org/10.7910/DVN/T5LYWS
the-effects-of-combating-corruption-on-institutional-trust-and-political-engagement-evidence-from-latin-america.pdf,Dataverse,https://doi.org/10.7910/DVN/NHEQY4
the-politics-of-seeking-and-avoiding-discourse-in-parliament.pdf,Dataverse,https://doi.org/10.7910/DVN/8K9NAN
the-role-of-hyperparameters-in-machine-learning-models-and-how-to-tune-them.pdf,Dataverse,https://doi.org/10.7910/DVN/HLJW1Q
the-zweitstimme-forecast-for-the-german-federal-election-2025-coalition-majorities-and-vacant-districts.pdf,Dataverse,https://doi.org/10.7910/DVN/KPFYDD
voting-for-votes-opposition-parties-legislative-activity-and-electoral-outcomes.pdf,Dataverse,https://doi.org/10.7910/DVN/EMIDOA
when-do-different-systems-of-government-lead-to-similar-power-sharing-the-case-of-government-formation-1.pdf,Dataverse,https://doi.org/10.7910/DVN/RHMSKP
when-europe-hits-the-subnational-authorities-the-transposition-of-eu-directives-in-germany-between-1990-and-2018.pdf,Dataverse,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JUVCNJ
when-europe-hits-the-subnational-authorities-the-transposition-of-eu-directives-in-germany-between-1990-and-2018.pdf,Dataverse,https://doi.org/10.7910/DVN/JUVCNJ
when_the_whole_is_greater_than_the_sum_of_its_parts_pdf.pdf,Dataverse,https://doi.org/10.7910/DVN/KPS1KY
1-s2.0-S0306437925000894-main.pdf,Figshare,https://doi.org/10.6084/m9.figshare.26097502
929.full.pdf,Figshare,https://doi.org/10.6084/m9.figshare.17203757.v1
Opposition%20in%20times%20of%20crisis%20COVID%2019%20in%20parliamentary%20debates.pdf,Figshare,https://doi.org/10.6084/m9.figshare.12793808.v1
amalia-et-al-2024-norms-of-prejudice-political-identity-and-polarization.pdf,Figshare,https://doi.org/10.6084/m9.figshare.c.6980688
information-12-00004-v2.pdf,Figshare,https://doi.org/10.6084/m9.figshare.13315259
pone.0122325.pdf,Figshare,http://dx.doi.org/10.6084/m9.figshare.1313596
pone.0122325.pdf,Figshare,http://dx.doi.org/10.6084/m9.figshare.1313597
pone.0122325.pdf,Figshare,http://dx.doi.org/10.6084/m9.figshare.1313598
rsos.241038.pdf,Figshare,https://doi.org/10.6084/m9.figshare.c.7655134
s41591-025-03923-0.pdf,Figshare,https://doi.org/10.6084/m9.figshare.29401205
0049124119882480.pdf,GESIS,https://dbk.gesis.org/dbksearch/GDesc2.asp?no¤0109&tab=¤&ll=¤10&notabs=¤1&db=¤E
929.full.pdf,GESIS,https://search.gesis.org
Euro%20J%20Social%20Psych%20-%202021%20-%20Boileau%20-%20The%20mixed%20bag%20of%20segregation%20On%20positive%20and%20negative%20associations%20with%20migrants%20.pdf,GESIS,https://dbk.gesis.org/dbksearch/GDesc2.asp?no=0103&tab=&ll=10&notabs=&db=E
PaG%2014%20-%20The%20Underlying%20Structure%20of%20Political%20Support.pdf,GESIS,https://www.gesis.org/gles
s00146-025-02478-5.pdf,GESIS,http://www.gesis.orgOur
01_CCR2021.1_CHAN.pdf,GitHub,https://github.com/chainsawriot/ots/
0894439320971233.pdf,GitHub,https://github.com/chkern/survey-motion
08944393211032950.pdf,GitHub,https://github.com/PascalKieslich/mtdifficulty
1-s2.0-S0261379425000459-main.pdf,GitHub,https://github.com/zweitstimme-org/state-models-jelst
1-s2.0-S0360544223015980-main.pdf,GitHub,https://github.com/weibezahn/smr-mcs
1-s2.0-S0965856425000175-main.pdf,GitHub,https://github.com/JakobKappenberger/parking-fairness-paper
1-s2.0-S2352340924002439-main.pdf,GitHub,https://github.com/UB-Mannheim/reichsanzeiger-gt
1-s2.0-S2352340924012009_main.pdf,GitHub,https://github.com/UB-
1-s2.0-S2352340924012009_main.pdf,GitHub,https://github.com/UB-Mannheim/MBI-KG
1-s2.0-S2352340925003099-main.pdf,GitHub,https://github.com/UB-Mannheim/paraly
1-s2.0-S2589004223018424-main.pdf,GitHub,https://github.com/bhschott/DCM_MemoryEncoding
1-s2.0-S2666546820300070-main.pdf,GitHub,https://github.com/komiya-atsushi/xgboost-predictor-javaversion0.3.1
1354068820957960.pdf,GitHub,https://github.com/msaeltzer/birdfish/tree/master/partypolitics
19082_pub.pdf,GitHub,https://github.com/lea-cohausz/causalfair
2014-06-fachbeitrag-balz.pdf,GitHub,http://www.github.com/UB-Mannheim/malibu
21-0241.pdf,GitHub,https://github.com/tobiasschumacher/quantification_paper
2192-4007-2024-1-101.pdf,GitHub,https://github.com/chainsawriot/frame
2590_Kappenberger%2Band%2BStuckenschmidt.pdf,GitHub,https://github.com/JakobKappenberger/mast
3485666.pdf,GitHub,https://github.com/umanlp/SemScale
3487919.pdf,GitHub,https://github.com/martinpfannemueller/REACT
3611479.3611505.pdf,GitHub,https://github.com/tum-db/indexed-algebra
3728458.pdf,GitHub,https://github.com/mklabunde/survey_measures
3749646.3749651.pdf,GitHub,https://github.com/Nazanin-Rashedi/CE_Accuracy
3777415.pdf,GitHub,https://github.com/andreeaiana/xMIND
4-lauscher_et_al.pdf,GitHub,https://github.com/anlausch/TMELPipeline
4-lauscher_et_al.pdf,GitHub,https://github.com/anlausch/TMEvaluationPlatform
593Cohausz52To75.pdf,GitHub,https://github.com/lea-cohausz/jedm.git
9957-Article-98281-2-10-20230606.pdf,GitHub,https://github.com/mgenois/RandTempNet
An%20LSTM%20network-based%20genetic%20algorithm%20for%20integrated%20procurement%20and%20scheduling%20optimisation.pdf,GitHub,https://github.com/xbeier/KISync_V1_Data
Bayesian%20partially-protected%20regularization%20as%20a%20model%20selection%20tool.pdf,GitHub,https://github.com/selimyaman/protectR
Contemporary%20Accting%20Res%20-%202025%20-%20Alsarghali%20-%20Following%20the%20blind%20Database%20coding%20policies%20and%20the%20case%20of%20IFRS.pdf,GitHub,https://github.com/Databasesprojec
Contemporary%20Accting%20Res%20-%202025%20-%20Alsarghali%20-%20Following%20the%20blind%20Database%20coding%20policies%20and%20the%20case%20of%20IFRS.pdf,GitHub,https://github.com/Databasesprojec?
European%20J%20Political%20Res%20-%202021%20-%20STERNBERG%20-%20The%20legitimacy%E2%80%90conferring%20capacity%20of%20constitutional%20courts%20Evidence%20from%20a.pdf,GitHub,https://github.com/sebastiansternberg/Legitimacy_Replication_Code
F%C3%BCrnkranz2020_Article_OnCognitivePreferencesAndThePl.pdf,GitHub,https://github.com/kliegr/rule-length-project
G%C3%B6ttlich-Totzeck2022_Article_ParameterCalibrationWithStocha.pdf,GitHub,https://github.com/ctotzeck/NN-interaction
G%C3%B6ttlich2021_Article_PenaltyAlternatingDirectionMet.pdf,GitHub,https://github.com/apotschka/poc-transmission-lines
Hake2021_Article_TowardAutomatedSupportOfCompla.pdf,GitHub,https://github.com/phakeai/aicomplaint
Henninger2022_Article_LabJsAFreeOpenOnlineStudyBuild.pdf,GitHub,https://github.com/felixhenninger/lab.js/tree/master/tasks
Human%20Brain%20Mapping%20-%202023%20-%20Kizilirmak%20-%20The%20relationship%20between%20resting_E2_80_90state%20amplitude%20fluctuations%20and%20memory_E2_80_90related.pdf,GitHub,https://github.com/JoramSoch/MMA
Human%20Brain%20Mapping%20-%202023%20-%20Richter%20-%20Single_E2_80_90value%20scores%20of%20memory_E2_80_90related%20brain%20activity%20reflect%20dissociable.pdf,GitHub,https://github.com/JoramSoch/FADE_SAME
Human%20Brain%20Mapping%20-%202023%20-%20Richter%20-%20Single_E2_80_90value%20scores%20of%20memory_E2_80_90related%20brain%20activity%20reflect%20dissociable.pdf,GitHub,https://github.com/annirichter/FADE_Neuropsy
Journal%20Time%20Series%20Analysis-2024%20-%20Ballarin%20-%20Ridge%20regularized%20estimation%20of%20VAR%20models%20for%20inference-1.pdf,GitHub,https://github.com/giob1994/ridge_var
Linking%20event%20archives%20to%20news%20a%20computational%20method%20for%20analyzing%20the%20gatekeeping%20process.pdf,GitHub,https://github.com/kasperwelbers/gtdnews
Litschko2022_Article_OnCross-lingualRetrievalWithMu.pdf,GitHub,https://github.com/rlitschk/EncoderCLIR
Neunhoeffer2020_Article_EinAnsatzZurVorhersageDerErsts.pdf,GitHub,https://github.com/mneunhoe/wahlkreis_vorhersage
Plieninger-Heck_2018_A-new-model-for-Acquiescence.pdf,GitHub,https://github.com/hplieninger/mpt2irt/
Predicting_voting_behavior_using...2019.pdf,GitHub,https://github.com/chkern/web-tracking
Royal%20Stats%20Society%20Series%20A%20-%202022%20-%20Bach%20-%20Understanding%20political%20news%20media%20consumption%20with%20digital%20trace%20data%20and.pdf,GitHub,https://github.com/rubac/euro_news
Schnuerch2020_Article_TheTruthRevisitedBayesianAnaly.pdf,GitHub,https://github.com/PerceptionAndCognitionLab/hc-truth/tree/public
The_Dangerous_Effects_of_a_Frustratingly_Easy_LLMs_Jailbreak_Attack.pdf,GitHub,https://github.com/marcobombieri/LLM-jailbreaking-attack
To%20share%20or%20not%20to%20share%20understanding%20individuals%20willingness%20to%20share%20biomarkers%20sensor%20data%20and%20medical%20records.pdf,GitHub,https://github.com/rubac/Willingness_open_ends
Using%20generalized%20estimating%20equations%20to%20estimate%20nonlinear%20models%20with%20spatial%20data.pdf,GitHub,https://github.com/Uwe-xu/NonlinearGEE
agriculture-13-00812-v2.pdf,GitHub,https://github.com/kuesterst/ThermalPigR
cernat-et-al-2024-estimating-measurement-quality-in-digital-trace-data-and-surveys-using-the-multitrait-multimethod.pdf,GitHub,https://github.com/alex-cernat/digital_trace_mtmm
collabra_2022_8_1_38594.pdf,GitHub,https://github.com/PerceptionAndCognitionLab/bf-likert
collabra_2022_8_1_38594.pdf,GitHub,https://github.com/mschnuerch/likertBF
digital-05-00056.pdf,GitHub,https://github.com/ontosoft/onto-app-models.git
ed353ae3-f786-4312-a93a-968666b0d74f.pdf,GitHub,https://github.com/Coleridge-Initiative/ada-2017-high-need
ed353ae3-f786-4312-a93a-968666b0d74f.pdf,GitHub,https://github.com/Coleridge-Initiative/ada-2017-justice
ed353ae3-f786-4312-a93a-968666b0d74f.pdf,GitHub,https://github.com/Coleridge-Initiative/ada-2017-welfare
ed353ae3-f786-4312-a93a-968666b0d74f.pdf,GitHub,https://github.com/Coleridge-Initiative/ada-2018-kcmo
ed353ae3-f786-4312-a93a-968666b0d74f.pdf,GitHub,https://github.com/Coleridge-Initiative/ada-2018-uchicago
ed353ae3-f786-4312-a93a-968666b0d74f.pdf,GitHub,https://github.com/Coleridge-Initiative/ada-2018-umd
ed353ae3-f786-4312-a93a-968666b0d74f.pdf,GitHub,https://github.com/Coleridge-Initiative/ada-2019-osu
efficient-simulation-of-coupled-gas-and-power-networks-under-uncertain-demands-1.pdf,GitHub,https://github.com/eike-fokken/efﬁcient_network-data.git
efficient-simulation-of-coupled-gas-and-power-networks-under-uncertain-demands-1.pdf,GitHub,https://github.com/eike-fokken/grazer
fgene-14-1220408.pdf,GitHub,https://github.com/alexfreudenberg/miraculix
frma-06-719004.pdf,GitHub,https://github.com/yamashin42/Visual-Summary
futureinternet-13-00114.pdf,GitHub,https://github.com/s-helm/TwitterFakeNews
g3journal1915.pdf,GitHub,https://github.com/tpook92/MoBPS
heist-paulheim-2025-caligraph-a-knowledge-graph-from-wikipedia-categories-and-lists.pdf,GitHub,https://github.com/nheist/CaLiGraph
heist-paulheim-2025-caligraph-a-knowledge-graph-from-wikipedia-categories-and-lists.pdf,GitHub,https://github.com/nheist/CaLiGraph:
how-to-improve-the-substantive-interpretation-of-regression-results-when-the-dependent-variable-is-logged.pdf,GitHub,https://github.com/mneunhoe/simloglm
jcaf032.pdf,GitHub,https://github.com/bieneSchwarze/StudyPaper_IAB-BAMF-SOEP-Refugee-Survey
jmir-2025-1-e69799.pdf,GitHub,https://github.com/fkeusch01/PA_data_donation
keusch-et-al-2024-do-you-have-two-minutes-to-talk-about-your-data-willingness-to-participate-and-nonparticipation-bias.pdf,GitHub,https://github.com/fkeusch01/FB_data_donation
liberal-democratic-values-among-immigrants-in-europe-socialisation-and-adaptation-processes.pdf,GitHub,https://github.com/FabianFox/attitudes-democracy
libreas%2F29%2Fkim-thimotheus-chang-wae-50%2FPDF%2Fkim.pdf,GitHub,https://github.com/UB-Mannheim/zotkat
pellert-et-al-2024-ai-psychometrics-assessing-the-psychological-profiles-of-large-language-models-through-psychometric.pdf,GitHub,https://github.com/maxpel/psyai_materials
pnas.2203150119-1.pdf,GitHub,https://github.com/nbreznau/CRI
